index,spark.executor.memory,spark.driver.memory,spark.executor.cores,spark.default.parallelism,spark.driver.supervise,spark.shuffle.io.maxRetries,spark.memory.useLegacyMode,spark.driver.maxResultSize,spark.driver.cores,duration,dataSize(G),N_Node,N_Neis,Node_fetures
216,8,4,5,13,1,3,1,3,2,350.86400000000003,10,0,1,88 8 
217,2,2,4,29,1,23,1,14,3,366.07,10,0,1,88 8 
218,4,1,3,2,0,37,1,11,6,311.954,10,0,1,88 8 
219,1,8,6,8,1,15,1,9,3,375.89599999999996,10,0,1,88 8 
220,4,8,4,8,1,11,1,7,4,329.536,10,0,1,88 8 
221,8,2,1,14,1,18,1,15,5,293.66,10,0,1,88 8 
222,1,4,7,3,0,10,1,4,7,417.30199999999996,10,0,1,88 8 
223,1,4,2,18,0,24,1,12,1,418.04,10,0,1,88 8 
224,2,4,7,7,1,6,0,5,5,371.519,10,0,1,88 8 
225,8,4,3,20,0,3,0,1,6,287.844,10,0,1,88 8 
226,8,2,4,28,1,14,1,2,9,352.346,10,0,1,88 8 
227,2,2,6,15,1,34,1,9,9,462.97900000000004,10,0,1,88 8 
228,8,2,5,22,0,16,1,7,2,313.944,10,0,1,88 8 
229,1,4,7,28,0,21,0,2,1,257.842,10,0,1,88 8 
230,1,2,6,5,0,48,1,6,5,364.92900000000003,10,0,1,88 8 
231,1,8,5,27,0,14,1,4,5,301.904,10,0,1,88 8 
232,1,4,8,2,0,35,1,11,6,262.411,10,0,1,88 8 
233,1,2,8,9,1,17,1,6,7,268.35,10,0,1,88 8 
234,1,2,5,25,1,38,1,6,8,372.654,10,0,1,88 8 
235,2,2,4,9,0,38,0,13,5,266.415,10,0,1,88 8 
236,1,2,3,8,1,15,1,9,9,239.21400000000003,10,0,1,88 8 
237,1,2,7,25,0,39,0,6,5,306.355,10,0,1,88 8 
238,2,1,6,12,1,45,1,6,5,258.485,10,0,1,88 8 
239,1,1,3,17,1,11,0,10,3,225.967,10,0,1,88 8 
240,8,8,8,23,0,47,0,13,5,280.64,10,0,1,88 8 
241,2,2,5,14,1,16,0,4,1,228.128,10,0,1,88 8 
242,1,4,8,28,0,12,1,10,8,316.936,10,0,1,88 8 
243,2,4,5,25,1,46,0,11,7,247.94,10,0,1,88 8 
244,8,8,4,20,0,9,0,11,8,354.87300000000005,10,0,1,88 8 
245,8,8,7,13,0,12,1,5,5,387.789,10,0,1,88 8 
246,1,8,5,15,0,48,1,12,4,357.379,10,0,1,88 8 
247,8,8,2,8,0,46,0,9,8,413.219,10,0,1,88 8 
248,8,1,7,20,1,15,0,10,1,506.789,10,0,1,88 8 
249,1,2,5,6,1,45,0,1,2,431.07800000000003,10,0,1,88 8 
250,1,8,5,10,0,6,1,11,8,301.355,10,0,1,88 8 
251,8,2,1,4,1,45,0,6,8,381.465,10,0,1,88 8 
252,4,1,2,10,1,23,1,8,8,415.574,10,0,1,88 8 
253,4,4,3,3,1,6,1,2,2,464.246,10,0,1,88 8 
254,1,8,3,20,1,12,0,1,6,449.156,10,0,1,88 8 
255,8,4,3,13,1,39,1,7,9,348.56699999999995,10,0,1,88 8 
256,8,4,1,18,1,23,0,3,9,427.939,10,0,1,88 8 
257,2,4,7,17,1,27,1,3,8,367.644,10,0,1,88 8 
258,1,1,8,29,1,19,1,7,9,413.074,10,0,1,88 8 
259,4,2,6,17,0,7,0,3,8,429.236,10,0,1,88 8 
260,4,2,2,4,0,20,1,11,6,411.95,10,0,1,88 8 
261,1,1,8,9,1,14,0,1,4,360.69599999999997,10,0,1,88 8 
262,8,8,2,23,1,24,0,1,1,418.38699999999994,10,0,1,88 8 
263,2,8,3,25,0,12,1,4,5,577.919,10,0,1,88 8 
264,4,4,4,24,1,24,0,14,2,319.188,10,0,1,88 8 
265,1,1,7,3,1,43,1,7,5,398.814,10,0,1,88 8 
266,8,1,3,8,0,14,1,6,1,340.17800000000005,10,0,1,88 8 
267,4,1,1,12,1,38,0,12,6,432.207,10,0,1,88 8 
268,1,8,6,9,1,8,1,4,1,425.856,10,0,1,88 8 
269,2,2,6,8,1,18,0,8,7,297.932,10,0,1,88 8 
270,1,1,1,4,0,4,1,5,9,478.027,10,0,1,88 8 
271,2,2,3,28,0,18,0,15,3,347.033,10,0,1,88 8 
272,2,2,5,7,0,11,1,1,9,241.395,10,0,1,88 8 
273,8,1,5,15,1,24,0,12,8,291.684,10,0,1,88 8 
274,4,1,7,2,0,12,1,12,6,301.632,10,0,1,88 8 
275,1,2,3,24,1,35,0,10,2,272.603,10,0,1,88 8 
276,8,8,7,6,1,7,1,7,1,354.99199999999996,10,0,1,88 8 
277,8,4,7,9,0,11,0,13,9,278.7,10,0,1,88 8 
278,8,4,3,22,0,25,0,8,6,288.748,10,0,1,88 8 
279,4,8,5,11,0,38,1,11,5,470.213,10,0,1,88 8 
280,2,8,2,29,1,24,1,5,7,310.455,10,0,1,88 8 
281,4,4,5,24,0,16,0,3,4,404.199,10,0,1,88 8 
282,4,4,6,28,1,34,1,8,8,348.94199999999995,10,0,1,88 8 
283,1,8,4,27,0,21,0,3,7,218.59,10,0,1,88 8 
284,1,1,2,15,1,45,1,7,1,338.681,10,0,1,88 8 
285,8,8,7,9,0,25,1,10,4,419.62699999999995,10,0,1,88 8 
286,2,2,3,7,0,35,0,9,3,302.66200000000003,10,0,1,88 8 
287,4,1,5,26,0,33,1,9,7,357.875,10,0,1,88 8 
288,1,2,7,15,1,9,1,1,9,289.19599999999997,10,0,1,88 8 
289,2,2,1,23,0,22,1,10,1,480.18300000000005,10,0,1,88 8 
290,1,1,8,15,1,12,0,1,5,486.30300000000005,10,0,1,88 8 
291,2,2,4,20,0,3,1,4,2,321.916,10,0,1,88 8 
292,2,2,5,19,0,5,0,8,4,288.67900000000003,10,0,1,88 8 
293,1,4,7,16,1,30,0,11,4,283.509,10,0,1,88 8 
294,2,1,7,14,1,38,1,8,1,293.627,10,0,1,88 8 
295,4,1,4,16,0,7,0,14,4,319.107,10,0,1,88 8 
296,2,1,4,21,1,31,1,5,7,271.289,10,0,1,88 8 
297,8,4,6,12,1,39,1,4,7,416.79900000000004,10,0,1,88 8 
298,8,1,8,18,1,44,1,4,7,333.17400000000004,10,0,1,88 8 
299,4,1,3,10,1,47,0,11,7,357.116,10,0,1,88 8 
300,8,2,5,6,0,16,0,12,2,415.611,10,0,1,88 8 
301,8,2,2,29,1,15,0,14,7,425.529,10,0,1,88 8 
302,1,8,2,7,0,6,0,12,6,477.881,10,0,1,88 8 
303,8,1,4,2,1,21,1,1,7,515.599,10,0,1,88 8 
304,4,1,4,13,1,21,0,9,9,475.564,10,0,1,88 8 
305,1,2,1,20,0,49,0,9,5,658.9069999999999,10,0,1,88 8 
306,4,8,2,25,0,32,1,4,1,473.191,10,0,1,88 8 
307,4,8,2,10,0,14,0,14,6,474.055,10,0,1,88 8 
308,8,4,5,13,0,12,1,4,3,471.721,10,0,1,88 8 
309,1,4,2,13,1,6,0,5,2,353.298,10,0,1,88 8 
310,8,4,5,25,1,12,1,13,6,439.13199999999995,10,0,1,88 8 
311,1,2,2,27,0,49,1,11,9,461.531,10,0,1,88 8 
312,8,4,4,6,1,40,1,10,4,412.36400000000003,10,0,1,88 8 
313,1,2,8,12,1,21,1,5,3,461.13199999999995,10,0,1,88 8 
314,2,8,5,16,1,31,0,14,5,417.654,10,0,1,88 8 
315,4,8,3,6,1,47,0,1,1,330.852,10,0,1,88 8 
316,1,2,3,24,0,21,0,13,4,252.03900000000002,10,0,1,88 8 
317,8,8,3,9,0,20,0,5,2,386.615,10,0,1,88 8 
318,1,8,4,10,0,36,0,4,7,361.291,10,0,1,88 8 
319,2,2,2,11,0,40,0,2,6,375.726,10,0,1,88 8 
320,1,8,4,6,0,24,1,7,6,270.737,10,0,1,88 8 
321,8,2,5,8,1,10,0,13,1,358.111,10,0,1,88 8 
322,1,4,3,15,1,27,0,2,3,202.6,10,0,1,88 8 
